	tissue_id	age	gender
GSM519535	BTO:0000661		
GSM519536	BTO:0000661		
GSM519538	BTO:0000661		
GSM519539	BTO:0000661		
GSM519531	BTO:0000661		
GSM528500	BTO:0000661		
GSM519530	BTO:0000661		
GSM534258	BTO:0000661		
GSM548568	BTO:0000661		
GSM548569	BTO:0000661		
GSM548570	BTO:0000661		
GSM548571	BTO:0000661		
GSM548572	BTO:0000661		
GSM591440	BTO:0000661		
GSM591441	BTO:0000661		
GSM528480	BTO:0000661		
GSM516228	BTO:0000661		
GSM47633	BTO:0000661		
GSM47634	BTO:0000661		
GSM47635	BTO:0000661		
GSM510511	BTO:0000661		
GSM516223	BTO:0000661		
GSM516224	BTO:0000661		
GSM516225	BTO:0000661		
GSM519532	BTO:0000661		
GSM516227	BTO:0000661		
GSM591444	BTO:0000661		
GSM516229	BTO:0000661		
GSM516230	BTO:0000661		
GSM516231	BTO:0000661		
GSM516232	BTO:0000661		
GSM516233	BTO:0000661		
GSM516234	BTO:0000661		
GSM519528	BTO:0000661		
GSM519529	BTO:0000661		
GSM516226	BTO:0000661		
GSM722143	BTO:0000661		
GSM722134	BTO:0000661		
GSM722135	BTO:0000661		
GSM722136	BTO:0000661		
GSM722137	BTO:0000661		
GSM722138	BTO:0000661		
GSM722139	BTO:0000661		
GSM722140	BTO:0000661		
GSM591442	BTO:0000661		
GSM722142	BTO:0000661		
GSM692630	BTO:0000661		
GSM722144	BTO:0000661		
GSM722145	BTO:0000661		
GSM722146	BTO:0000661		
GSM722147	BTO:0000661		
GSM722148	BTO:0000661		
GSM722149	BTO:0000661		
GSM722150	BTO:0000661		
GSM192556	BTO:0000661		
GSM722141	BTO:0000661		
GSM622157	BTO:0000661		
GSM47630	BTO:0000661		
GSM591445	BTO:0000661		
GSM591446	BTO:0000661		
GSM591447	BTO:0000661		
GSM591448	BTO:0000661		
GSM591449	BTO:0000661		
GSM591450	BTO:0000661		
GSM622144	BTO:0000661		
GSM722133	BTO:0000661		
GSM622156	BTO:0000661		
GSM722132	BTO:0000661		
GSM622158	BTO:0000661		
GSM622159	BTO:0000661		
GSM622160	BTO:0000661		
GSM640839	BTO:0000661		
GSM692621	BTO:0000661		
GSM692622	BTO:0000661		
GSM692628	BTO:0000661		
GSM591443	BTO:0000661		
GSM622145	BTO:0000661		
GSM192649	BTO:0000661		
GSM192622	BTO:0000661		
GSM192625	BTO:0000661		
GSM192628	BTO:0000661		
GSM192631	BTO:0000661		
GSM192634	BTO:0000661		
GSM192637	BTO:0000661		
GSM192640	BTO:0000661		
GSM192676	BTO:0000661		
GSM192646	BTO:0000661		
GSM192613	BTO:0000661		
GSM192652	BTO:0000661		
GSM192655	BTO:0000661		
GSM192658	BTO:0000661		
GSM192661	BTO:0000661		
GSM192664	BTO:0000661		
GSM192667	BTO:0000661		
GSM192670	BTO:0000661		
GSM47632	BTO:0000661		
GSM192643	BTO:0000661		
GSM192589	BTO:0000661		
GSM192559	BTO:0000661		
GSM192562	BTO:0000661		
GSM192565	BTO:0000661		
GSM192568	BTO:0000661		
GSM192571	BTO:0000661		
GSM192574	BTO:0000661		
GSM192577	BTO:0000661		
GSM192580	BTO:0000661		
GSM192619	BTO:0000661		
GSM192586	BTO:0000661		
GSM192616	BTO:0000661		
GSM192592	BTO:0000661		
GSM192595	BTO:0000661		
GSM192598	BTO:0000661		
GSM192601	BTO:0000661		
GSM192604	BTO:0000661		
GSM192607	BTO:0000661		
GSM192610	BTO:0000661		
GSM192679	BTO:0000661		
GSM192583	BTO:0000661		
GSM33148	BTO:0000661		
GSM257472	BTO:0000661		
GSM257660	BTO:0000661		
GSM279589	BTO:0000661		
GSM279590	BTO:0000661		
GSM279591	BTO:0000661		
GSM31785	BTO:0000661		
GSM31786	BTO:0000661		
GSM192673	BTO:0000661		
GSM33147	BTO:0000661		
GSM254985	BTO:0000661		
GSM33149	BTO:0000661		
GSM33150	BTO:0000661		
GSM45036	BTO:0000661		
GSM45043	BTO:0000661		
GSM45056	BTO:0000661		
GSM45063	BTO:0000661		
GSM472928	BTO:0000661		
GSM722153	BTO:0000661		
GSM31787	BTO:0000661		
GSM192715	BTO:0000661		
GSM192682	BTO:0000661		
GSM998569	BTO:0000661		
GSM192688	BTO:0000661		
GSM192694	BTO:0000661		
GSM192697	BTO:0000661		
GSM192700	BTO:0000661		
GSM192703	BTO:0000661		
GSM192706	BTO:0000661		
GSM257471	BTO:0000661		
GSM192712	BTO:0000661		
GSM257468	BTO:0000661		
GSM192718	BTO:0000661		
GSM192721	BTO:0000661		
GSM192724	BTO:0000661		
GSM192727	BTO:0000661		
GSM192730	BTO:0000661		
GSM238514	BTO:0000661		
GSM253209	BTO:0000661		
GSM47631	BTO:0000661		
GSM192709	BTO:0000661		
GSM960844	BTO:0000661		
GSM722151	BTO:0000661		
GSM960834	BTO:0000661		
GSM960835	BTO:0000661		
GSM960836	BTO:0000661		
GSM960839	BTO:0000661		
GSM960840	BTO:0000661		
GSM960841	BTO:0000661		
GSM960832	BTO:0000661		
GSM960843	BTO:0000661		
GSM960831	BTO:0000661		
GSM960845	BTO:0000661		
GSM960846	BTO:0000661		
GSM960849	BTO:0000661		
GSM960850	BTO:0000661		
GSM960851	BTO:0000661		
GSM960852	BTO:0000661		
GSM960853	BTO:0000661		
GSM960854	BTO:0000661		
GSM960842	BTO:0000661		
GSM914963	BTO:0000661		
GSM913897	BTO:0000661		
GSM913899	BTO:0000661		
GSM913901	BTO:0000661		
GSM913903	BTO:0000661		
GSM913905	BTO:0000661		
GSM913907	BTO:0000661		
GSM914960	BTO:0000661		
GSM960833	BTO:0000661		
GSM914962	BTO:0000661		
GSM961297	BTO:0000661		
GSM93911	BTO:0000661		
GSM93912	BTO:0000661		
GSM93913	BTO:0000661		
GSM93917	BTO:0000661		
GSM93918	BTO:0000661		
GSM93919	BTO:0000661		
GSM960829	BTO:0000661		
GSM960830	BTO:0000661		
GSM914961	BTO:0000661		
GSM961379	BTO:0000661		
GSM961346	BTO:0000661		
GSM961348	BTO:0000661		
GSM961350	BTO:0000661		
GSM961358	BTO:0000661		
GSM961364	BTO:0000661		
GSM961366	BTO:0000661		
GSM961373	BTO:0000661		
GSM960855	BTO:0000661		
GSM961377	BTO:0000661		
GSM961338	BTO:0000661		
GSM961381	BTO:0000661		
GSM972783	BTO:0000661		
GSM972784	BTO:0000661		
GSM998566	BTO:0000661		
GSM998567	BTO:0000661		
GSM998568	BTO:0000661		
GSM1008216	BTO:0000661		
GSM1088405	BTO:0000661		
GSM961375	BTO:0000661		
GSM961320	BTO:0000661		
GSM760794	BTO:0000661		
GSM961299	BTO:0000661		
GSM961301	BTO:0000661		
GSM961304	BTO:0000661		
GSM961306	BTO:0000661		
GSM961308	BTO:0000661		
GSM961310	BTO:0000661		
GSM961313	BTO:0000661		
GSM961343	BTO:0000661		
GSM961317	BTO:0000661		
GSM961341	BTO:0000661		
GSM961322	BTO:0000661		
GSM961324	BTO:0000661		
GSM961326	BTO:0000661		
GSM961329	BTO:0000661		
GSM961331	BTO:0000661		
GSM961334	BTO:0000661		
GSM961336	BTO:0000661		
GSM960856	BTO:0000661		
GSM961315	BTO:0000661		
GSM760735	BTO:0000661		
GSM760726	BTO:0000661		
GSM760727	BTO:0000661		
GSM760728	BTO:0000661		
GSM760729	BTO:0000661		
GSM760730	BTO:0000661		
GSM760731	BTO:0000661		
GSM760732	BTO:0000661		
GSM760744	BTO:0000661		
GSM760734	BTO:0000661		
GSM760723	BTO:0000661		
GSM760736	BTO:0000661		
GSM760737	BTO:0000661		
GSM760738	BTO:0000661		
GSM760739	BTO:0000661		
GSM760740	BTO:0000661		
GSM760741	BTO:0000661		
GSM760742	BTO:0000661		
GSM887188	BTO:0000661		
GSM760733	BTO:0000661		
GSM760715	BTO:0000661		
GSM722154	BTO:0000661		
GSM722155	BTO:0000661		
GSM722156	BTO:0000661		
GSM722157	BTO:0000661		
GSM722158	BTO:0000661		
GSM722159	BTO:0000661		
GSM722160	BTO:0000661		
GSM722161	BTO:0000661		
GSM760725	BTO:0000661		
GSM722163	BTO:0000661		
GSM760724	BTO:0000661		
GSM760716	BTO:0000661		
GSM760717	BTO:0000661		
GSM760718	BTO:0000661		
GSM760719	BTO:0000661		
GSM760720	BTO:0000661		
GSM760721	BTO:0000661		
GSM760722	BTO:0000661		
GSM760745	BTO:0000661		
GSM722162	BTO:0000661		
GSM760786	BTO:0000661		
GSM760767	BTO:0000661		
GSM760778	BTO:0000661		
GSM760779	BTO:0000661		
GSM760780	BTO:0000661		
GSM760781	BTO:0000661		
GSM760782	BTO:0000661		
GSM760783	BTO:0000661		
GSM760743	BTO:0000661		
GSM760785	BTO:0000661		
GSM760764	BTO:0000661		
GSM760787	BTO:0000661		
GSM760788	BTO:0000661		
GSM760789	BTO:0000661		
GSM760790	BTO:0000661		
GSM760791	BTO:0000661		
GSM760792	BTO:0000661		
GSM760793	BTO:0000661		
GSM192685	BTO:0000661		
GSM760784	BTO:0000661		
GSM760756	BTO:0000661		
GSM760746	BTO:0000661		
GSM760747	BTO:0000661		
GSM760748	BTO:0000661		
GSM760749	BTO:0000661		
GSM760750	BTO:0000661		
GSM760751	BTO:0000661		
GSM760752	BTO:0000661		
GSM760753	BTO:0000661		
GSM760766	BTO:0000661		
GSM760755	BTO:0000661		
GSM760765	BTO:0000661		
GSM760757	BTO:0000661		
GSM760758	BTO:0000661		
GSM760759	BTO:0000661		
GSM760760	BTO:0000661		
GSM760761	BTO:0000661		
GSM760762	BTO:0000661		
GSM760763	BTO:0000661		
GSM760795	BTO:0000661		
GSM760754	BTO:0000661		
GSM1140886	BTO:0000661		
GSM1140877	BTO:0000661		
GSM1140878	BTO:0000661		
GSM1140879	BTO:0000661		
GSM1140880	BTO:0000661		
GSM1140881	BTO:0000661		
GSM1140882	BTO:0000661		
GSM1140883	BTO:0000661		
GSM1140855	BTO:0000661		
GSM1140885	BTO:0000661		
GSM1140874	BTO:0000661		
GSM1140887	BTO:0000661		
GSM1140888	BTO:0000661		
GSM1140889	BTO:0000661		
GSM1140890	BTO:0000661		
GSM1140891	BTO:0000661		
GSM1140892	BTO:0000661		
GSM1140893	BTO:0000661		
GSM1140894	BTO:0000661		
GSM1140884	BTO:0000661		
GSM1140866	BTO:0000661		
GSM1140937	BTO:0000661		
GSM1140857	BTO:0000661		
GSM1140858	BTO:0000661		
GSM1140859	BTO:0000661		
GSM1140860	BTO:0000661		
GSM1140861	BTO:0000661		
GSM1140862	BTO:0000661		
GSM1140863	BTO:0000661		
GSM1140876	BTO:0000661		
GSM1140865	BTO:0000661		
GSM1140875	BTO:0000661		
GSM1140867	BTO:0000661		
GSM1140868	BTO:0000661		
GSM1140869	BTO:0000661		
GSM1140870	BTO:0000661		
GSM1140871	BTO:0000661		
GSM1140872	BTO:0000661		
GSM1140873	BTO:0000661		
GSM1140897	BTO:0000661		
GSM1140864	BTO:0000661		
GSM1140928	BTO:0000661		
GSM1140895	BTO:0000661		
GSM1140919	BTO:0000661		
GSM1140920	BTO:0000661		
GSM1140921	BTO:0000661		
GSM1140922	BTO:0000661		
GSM1140923	BTO:0000661		
GSM1140924	BTO:0000661		
GSM1140925	BTO:0000661		
GSM1140917	BTO:0000661		
GSM1140927	BTO:0000661		
GSM1140916	BTO:0000661		
GSM1140929	BTO:0000661		
GSM1140930	BTO:0000661		
GSM1140931	BTO:0000661		
GSM1140932	BTO:0000661		
GSM1140933	BTO:0000661		
GSM1140934	BTO:0000661		
GSM1140935	BTO:0000661		
GSM1140936	BTO:0000661		
GSM1140926	BTO:0000661		
GSM1140907	BTO:0000661		
GSM1140854	BTO:0000661		
GSM1140898	BTO:0000661		
GSM192691	BTO:0000661		
GSM1140900	BTO:0000661		
GSM192553	BTO:0000661		
GSM1140902	BTO:0000661		
GSM1140903	BTO:0000661		
GSM1140904	BTO:0000661		
GSM1140918	BTO:0000661		
GSM1140906	BTO:0000661		
GSM1140896	BTO:0000661		
GSM1140908	BTO:0000661		
GSM1140909	BTO:0000661		
GSM1140910	BTO:0000661		
GSM1140911	BTO:0000661		
GSM1140912	BTO:0000661		
GSM1140913	BTO:0000661		
GSM1140914	BTO:0000661		
GSM1140915	BTO:0000661		
GSM1140905	BTO:0000661		
GSM1045353	BTO:0000661		
GSM1024429	BTO:0000661		
GSM1024430	BTO:0000661		
GSM1024431	BTO:0000661		
GSM1024432	BTO:0000661		
GSM1024433	BTO:0000661		
GSM1040237	BTO:0000661		
GSM1040307	BTO:0000661		
GSM1140856	BTO:0000661		
GSM1045352	BTO:0000661		
GSM1024423	BTO:0000661		
GSM1045354	BTO:0000661		
GSM1045355	BTO:0000661		
GSM1045356	BTO:0000661		
GSM1045357	BTO:0000661		
GSM1045358	BTO:0000661		
GSM1045359	BTO:0000661		
GSM1045360	BTO:0000661		
GSM1045361	BTO:0000661		
GSM1045351	BTO:0000661		
GSM1008227	BTO:0000661		
GSM1008217	BTO:0000661		
GSM1008218	BTO:0000661		
GSM1008219	BTO:0000661		
GSM1008220	BTO:0000661		
GSM1008221	BTO:0000661		
GSM1008222	BTO:0000661		
GSM1008223	BTO:0000661		
GSM1008224	BTO:0000661		
GSM1024428	BTO:0000661		
GSM1008226	BTO:0000661		
GSM1024424	BTO:0000661		
GSM1008228	BTO:0000661		
GSM1008229	BTO:0000661		
GSM1008230	BTO:0000661		
GSM1008231	BTO:0000661		
GSM1008232	BTO:0000661		
GSM1008233	BTO:0000661		
GSM1024422	BTO:0000661		
GSM108097	BTO:0000661		
GSM1008225	BTO:0000661		
GSM1140845	BTO:0000661		
GSM1045362	BTO:0000661		
GSM1140836	BTO:0000661		
GSM1140837	BTO:0000661		
GSM1140838	BTO:0000661		
GSM1140839	BTO:0000661		
GSM1140840	BTO:0000661		
GSM1140841	BTO:0000661		
GSM1140842	BTO:0000661		
GSM1140834	BTO:0000661		
GSM1140844	BTO:0000661		
GSM1140833	BTO:0000661		
GSM1140846	BTO:0000661		
GSM1140847	BTO:0000661		
GSM1140848	BTO:0000661		
GSM1140849	BTO:0000661		
GSM1140850	BTO:0000661		
GSM1140851	BTO:0000661		
GSM1140852	BTO:0000661		
GSM1140853	BTO:0000661		
GSM1140843	BTO:0000661		
GSM1088402	BTO:0000661		
GSM1140901	BTO:0000661		
GSM108098	BTO:0000661		
GSM1088394	BTO:0000661		
GSM1088395	BTO:0000661		
GSM1088396	BTO:0000661		
GSM1088397	BTO:0000661		
GSM1088398	BTO:0000661		
GSM1088399	BTO:0000661		
GSM1140835	BTO:0000661		
GSM1088401	BTO:0000661		
GSM108096	BTO:0000661		
GSM1088403	BTO:0000661		
GSM1088404	BTO:0000661		
GSM1133044	BTO:0000661		
GSM1133046	BTO:0000661		
GSM1133047	BTO:0000661		
GSM1140830	BTO:0000661		
GSM1140831	BTO:0000661		
GSM1140832	BTO:0000661		
GSM1088400	BTO:0000661		
GSM1255078	BTO:0000661		
GSM1224849	BTO:0000661		
GSM1224850	BTO:0000661		
GSM1224851	BTO:0000661		
GSM1230264	BTO:0000661		
GSM1230265	BTO:0000661		
GSM1140938	BTO:0000661		
GSM1234406	BTO:0000661		
GSM1224828	BTO:0000661		
GSM1251825	BTO:0000661		
GSM1224846	BTO:0000661		
GSM1255081	BTO:0000661		
GSM1255084	BTO:0000661		
GSM1255091	BTO:0000661		
GSM1256452	BTO:0000661		
GSM1354886	BTO:0000661		
GSM1354887	BTO:0000661		
GSM1369937	BTO:0000661		
GSM1140899	BTO:0000661		
GSM1224838	BTO:0000661		
GSM1224829	BTO:0000661		
GSM1224830	BTO:0000661		
GSM1224831	BTO:0000661		
GSM1224832	BTO:0000661		
GSM1224833	BTO:0000661		
GSM1224834	BTO:0000661		
GSM1224835	BTO:0000661		
GSM1224848	BTO:0000661		
GSM1224837	BTO:0000661		
GSM1224847	BTO:0000661		
GSM1224839	BTO:0000661		
GSM1224840	BTO:0000661		
GSM1224841	BTO:0000661		
GSM1224842	BTO:0000661		
GSM1224843	BTO:0000661		
GSM1224844	BTO:0000661		
GSM1224845	BTO:0000661		
GSM1374580	BTO:0000661		
GSM1224836	BTO:0000661		
GSM192526	BTO:0000661		
GSM1369938	BTO:0000661		
GSM192502	BTO:0000661		
GSM192505	BTO:0000661		
GSM192508	BTO:0000661		
GSM192511	BTO:0000661		
GSM192514	BTO:0000661		
GSM192517	BTO:0000661		
GSM192496	BTO:0000661		
GSM192523	BTO:0000661		
GSM192493	BTO:0000661		
GSM192529	BTO:0000661		
GSM192532	BTO:0000661		
GSM192535	BTO:0000661		
GSM192538	BTO:0000661		
GSM192541	BTO:0000661		
GSM192544	BTO:0000661		
GSM192547	BTO:0000661		
GSM192550	BTO:0000661		
GSM192520	BTO:0000661		
GSM192466	BTO:0000661		
GSM1234405	BTO:0000661		
GSM1384620	BTO:0000661		
GSM1384621	BTO:0000661		
GSM1385985	BTO:0000661		
GSM181975	BTO:0000661		
GSM181977	BTO:0000661		
GSM181979	BTO:0000661		
GSM192499	BTO:0000661		
GSM192463	BTO:0000661		
GSM1369939	BTO:0000661		
GSM192469	BTO:0000661		
GSM192472	BTO:0000661		
GSM192475	BTO:0000661		
GSM192478	BTO:0000661		
GSM192481	BTO:0000661		
GSM192484	BTO:0000661		
GSM192487	BTO:0000661		
GSM192490	BTO:0000661		
GSM192460	BTO:0000661		
GSM1140949	BTO:0000661		
GSM1224810	BTO:0000661		
GSM1224809	BTO:0000661		
GSM1224808	BTO:0000661		
GSM1140946	BTO:0000661		
GSM1195875	BTO:0000661		
GSM1140947	BTO:0000661		
GSM1195874	BTO:0000661		
GSM1195873	BTO:0000661		
GSM1195872	BTO:0000661		
GSM1195871	BTO:0000661		
GSM1195870	BTO:0000661		
GSM1195869	BTO:0000661		
GSM1224811	BTO:0000661		
GSM1180784	BTO:0000661		
GSM1140948	BTO:0000661		
GSM1140950	BTO:0000661		
GSM1140951	BTO:0000661		
GSM1140952	BTO:0000661		
GSM1140953	BTO:0000661		
GSM1180777	BTO:0000661		
GSM1180768	BTO:0000661		
GSM1165976	BTO:0000661		
GSM1167155	BTO:0000661		
GSM1165977	BTO:0000661		
GSM1167153	BTO:0000661		
GSM1165978	BTO:0000661		
GSM1165979	BTO:0000661		
GSM1195868	BTO:0000661		
GSM1224826	BTO:0000661		
GSM1224822	BTO:0000661		
GSM1224821	BTO:0000661		
GSM1224820	BTO:0000661		
GSM1224824	BTO:0000661		
GSM1224812	BTO:0000661		
GSM1224819	BTO:0000661		
GSM1140943	BTO:0000661		
GSM1140942	BTO:0000661		
GSM1140941	BTO:0000661		
GSM1140940	BTO:0000661		
GSM1224823	BTO:0000661		
GSM1224825	BTO:0000661		
GSM1224827	BTO:0000661		
GSM1224818	BTO:0000661		
GSM1224817	BTO:0000661		
GSM1140945	BTO:0000661		
GSM1224813	BTO:0000661		
GSM1224814	BTO:0000661		
GSM1140944	BTO:0000661		
GSM1140939	BTO:0000661		
GSM1224816	BTO:0000661		
GSM1224815	BTO:0000661		
GSM342114	BTO:0000661		
GSM342100	BTO:0000661		
GSM342101	BTO:0000661		
GSM342113	BTO:0000661		
GSM342099	BTO:0000661		
GSM342111	BTO:0000661		
GSM342131	BTO:0000661		
GSM342109	BTO:0000661		
GSM342108	BTO:0000661		
GSM342115	BTO:0000661		
GSM342102	BTO:0000661		
GSM563600	BTO:0000661		
GSM342107	BTO:0000661		
GSM170831	BTO:0000661		
GSM342110	BTO:0000661		
GSM280591	BTO:0000661		
GSM342103	BTO:0000661		
GSM563598	BTO:0000661		
GSM563607	BTO:0000661		
GSM563601	BTO:0000661		
GSM563602	BTO:0000661		
GSM563603	BTO:0000661		
GSM563604	BTO:0000661		
GSM563605	BTO:0000661		
GSM563597	BTO:0000661		
GSM563608	BTO:0000661		
GSM342129	BTO:0000661		
GSM101570	BTO:0000661		
GSM280595	BTO:0000661		
GSM280594	BTO:0000661		
GSM280593	BTO:0000661		
GSM342128	BTO:0000661		
GSM280592	BTO:0000661		
GSM342120	BTO:0000661		
GSM342130	BTO:0000661		
GSM170829	BTO:0000661		
GSM280590	BTO:0000661		
GSM280589	BTO:0000661		
GSM280588	BTO:0000661		
GSM280587	BTO:0000661		
GSM280586	BTO:0000661		
GSM342134	BTO:0000661		
GSM563599	BTO:0000661		
GSM563606	BTO:0000661		
GSM101574	BTO:0000661		
GSM502011	BTO:0000661		
GSM243727	BTO:0000661		
GSM101569	BTO:0000661		
GSM101575	BTO:0000661		
GSM280597	BTO:0000661		
GSM101571	BTO:0000661		
GSM280596	BTO:0000661		
GSM101573	BTO:0000661		
GSM342123	BTO:0000661		
GSM101576	BTO:0000661		
GSM101577	BTO:0000661		
GSM101578	BTO:0000661		
GSM101579	BTO:0000661		
GSM101580	BTO:0000661		
GSM575158	BTO:0000661		
GSM342133	BTO:0000661		
GSM101572	BTO:0000661		
GSM541638	BTO:0000661		
GSM170821	BTO:0000661		
GSM170822	BTO:0000661		
GSM170824	BTO:0000661		
GSM170832	BTO:0000661		
GSM170826	BTO:0000661		
GSM342116	BTO:0000661		
GSM342132	BTO:0000661		
GSM541637	BTO:0000661		
GSM342119	BTO:0000661		
GSM541639	BTO:0000661		
GSM170827	BTO:0000661		
GSM342106	BTO:0000661		
GSM170830	BTO:0000661		
GSM170825	BTO:0000661		
GSM342112	BTO:0000661		
GSM342105	BTO:0000661		
GSM541636	BTO:0000661		
GSM502013	BTO:0000661		
GSM342104	BTO:0000661		
GSM342125	BTO:0000661		
GSM342126	BTO:0000661		
GSM342127	BTO:0000661		
GSM243728	BTO:0000661		
GSM502007	BTO:0000661		
GSM502008	BTO:0000661		
GSM170818	BTO:0000661		
GSM502012	BTO:0000661		
GSM170817	BTO:0000661		
GSM502015	BTO:0000661		
GSM502014	BTO:0000661		
GSM575159	BTO:0000661		
GSM502009	BTO:0000661		
GSM342117	BTO:0000661		
GSM342118	BTO:0000661		
GSM342122	BTO:0000661		
GSM502010	BTO:0000661		
GSM1140957	BTO:0000661		
GSM692620	BTO:0000661		
GSM760714	BTO:0000661		
GSM760713	BTO:0000661		
GSM1140954	BTO:0000661		
GSM1140956	BTO:0000661		
GSM960847	BTO:0000661		
GSM960848	BTO:0000661		
GSM760712	BTO:0000661		
GSM1024419	BTO:0000661		
GSM1167152	BTO:0000661		
GSM1140955	BTO:0000661		
GSM1008237	BTO:0000661		
GSM961362	BTO:0000661		
GSM961360	BTO:0000661		
GSM961356	BTO:0000661		
GSM961354	BTO:0000661		
GSM961351	BTO:0000661		
GSM181864	BTO:0000661		
GSM181866	BTO:0000661		
GSM961369	BTO:0000661		
GSM1024421	BTO:0000661		
GSM1008236	BTO:0000661		
GSM1024427	BTO:0000661		
GSM961371	BTO:0000661		
GSM1008238	BTO:0000661		
GSM640840	BTO:0000661		
GSM1008239	BTO:0000661		
GSM692619	BTO:0000661		
GSM1024420	BTO:0000661		
GSM1008234	BTO:0000661		
GSM1024425	BTO:0000661		
GSM1024426	BTO:0000661		
GSM1008235	BTO:0000661		
GSM257470	BTO:0000661		
GSM1256451	BTO:0000661		
GSM93910	BTO:0000661		
GSM93909	BTO:0000661		
GSM93908	BTO:0000661		
GSM913906	BTO:0000661		
GSM913904	BTO:0000661		
GSM519537	BTO:0000661		
GSM913900	BTO:0000661		
GSM913898	BTO:0000661		
GSM93914	BTO:0000661		
GSM913902	BTO:0000661		
GSM257469	BTO:0000661		
GSM257661	BTO:0000661		
GSM760777	BTO:0000661		
GSM760776	BTO:0000661		
GSM760775	BTO:0000661		
GSM760774	BTO:0000661		
GSM760773	BTO:0000661		
GSM760772	BTO:0000661		
GSM47627	BTO:0000661		
GSM47628	BTO:0000661		
GSM47629	BTO:0000661		
GSM913896	BTO:0000661		
GSM960828	BTO:0000661		
GSM108095	BTO:0000661		
GSM960837	BTO:0000661		
GSM960838	BTO:0000661		
GSM108094	BTO:0000661		
GSM1384622	BTO:0000661		
GSM93915	BTO:0000661		
GSM1167154	BTO:0000661		
GSM960827	BTO:0000661		
GSM534257	BTO:0000661		
GSM181865	BTO:0000661		
GSM93916	BTO:0000661		
GSM108093	BTO:0000661		
GSM174673	BTO:0004981		
GSM174665	BTO:0004981		
GSM174676	BTO:0004981		
GSM174698	BTO:0004981		
GSM174697	BTO:0004981		
GSM174696	BTO:0004981		
GSM174695	BTO:0004981		
GSM174694	BTO:0004981		
GSM174692	BTO:0004981		
GSM174677	BTO:0004981		
GSM174675	BTO:0004981		
GSM174691	BTO:0004981		
GSM174674	BTO:0004981		
GSM174664	BTO:0004981		
GSM174657	BTO:0004981		
GSM174693	BTO:0004981		
GSM174654	BTO:0004981		
GSM174672	BTO:0004981		
GSM174658	BTO:0004981		
GSM174659	BTO:0004981		
GSM174660	BTO:0004981		
GSM174661	BTO:0004981		
GSM174662	BTO:0004981		
GSM174663	BTO:0004981		
GSM174690	BTO:0004981		
GSM18568	BTO:0000667		
GSM18582	BTO:0000667		
GSM217626	BTO:0000667	288	F
GSM217619	BTO:0000667	276	F
GSM217624	BTO:0000667	276	F
GSM217623	BTO:0000667	276	F
GSM531591	BTO:0000667		M
GSM18575	BTO:0000667		
GSM18561	BTO:0000667		
GSM18562	BTO:0000667		
GSM18563	BTO:0000667		
GSM217629	BTO:0000667	288	F
GSM18566	BTO:0000667		
GSM217630	BTO:0000667	288	F
GSM18569	BTO:0000667		
GSM18574	BTO:0000667		
GSM18576	BTO:0000667		
GSM18577	BTO:0000667		
GSM18578	BTO:0000667		
GSM18579	BTO:0000667		
GSM18580	BTO:0000667		
GSM18581	BTO:0000667		
GSM18573	BTO:0000667		
GSM18541	BTO:0000667		
GSM18564	BTO:0000667		
GSM217620	BTO:0000667	276	F
GSM18540	BTO:0000667		
GSM18538	BTO:0000667		
GSM18542	BTO:0000667		
GSM18537	BTO:0000667		
GSM18536	BTO:0000667		
GSM18535	BTO:0000667		
GSM18534	BTO:0000667		
GSM18532	BTO:0000667		
GSM18544	BTO:0000667		
GSM18567	BTO:0000667		
GSM217627	BTO:0000667	288	F
GSM531595	BTO:0000667		M
GSM18539	BTO:0000667		
GSM18583	BTO:0000667		
GSM531585	BTO:0000667		M
GSM18545	BTO:0000667		
GSM531587	BTO:0000667		M
GSM18565	BTO:0000667		
GSM531588	BTO:0000667		M
GSM531590	BTO:0000667		M
GSM531582	BTO:0000667		M
GSM531594	BTO:0000667		M
GSM531581	BTO:0000667		M
GSM18533	BTO:0000667		
GSM18543	BTO:0000667		
GSM303540	BTO:0000671		
GSM303558	BTO:0000671		
GSM303538	BTO:0000671		
GSM303560	BTO:0000671		
GSM303546	BTO:0000671		
GSM303554	BTO:0000671		
GSM303536	BTO:0000671		
GSM303544	BTO:0000671		
GSM303535	BTO:0000671		
GSM319543	BTO:0000671	480	F
GSM303552	BTO:0000671		
GSM303542	BTO:0000671		
GSM303556	BTO:0000671		
GSM134265	BTO:0000671	624	M
GSM134259	BTO:0000671	696	M
GSM134260	BTO:0000671	696	M
GSM134261	BTO:0000671	696	M
GSM134263	BTO:0000671	696	M
GSM133615	BTO:0000671	624	M
GSM134266	BTO:0000671	624	M
GSM134267	BTO:0000671	624	M
GSM134268	BTO:0000671	624	M
GSM134264	BTO:0000671	624	M
GSM133630	BTO:0000671	696	M
GSM133626	BTO:0000671	624	M
GSM133577	BTO:0000671	696	M
GSM134262	BTO:0000671	696	M
GSM391174	BTO:0000671		
GSM303543	BTO:0000671		
GSM303539	BTO:0000671		
GSM303557	BTO:0000671		
GSM391180	BTO:0000671		
GSM319758	BTO:0000671	600	M
GSM391179	BTO:0000671		
GSM391175	BTO:0000671		
GSM391178	BTO:0000671		
GSM391177	BTO:0000671		
GSM391176	BTO:0000671		
GSM391173	BTO:0000671		
GSM319771	BTO:0000671	600	M
GSM303541	BTO:0000671		
GSM303551	BTO:0000671		
GSM319761	BTO:0000671	480	F
